product_name,product_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
cama_mesa_banho,2.0,1500.0,48.0,6.0,39.0
telefonia,1.0,100.0,19.0,3.0,11.0
beleza_saude,2.0,150.0,16.0,2.0,11.0
cool_stuff,1.0,250.0,23.0,18.0,21.0
relogios_presentes,1.0,225.0,17.0,13.0,13.0
telefonia,2.0,450.0,21.0,11.0,19.0
pet_shop,1.0,8600.0,60.0,25.0,40.0
bebes,1.0,17050.0,65.0,88.0,20.0
esporte_lazer,1.0,900.0,36.0,10.0,19.0
beleza_saude,1.0,400.0,16.0,22.0,11.0
esporte_lazer,1.0,1500.0,23.0,32.0,23.0
esporte_lazer,2.0,200.0,20.0,12.0,15.0
,,250.0,16.0,8.0,16.0
papelaria,1.0,600.0,16.0,4.0,11.0
pet_shop,1.0,110.0,40.0,40.0,40.0
utilidades_domesticas,1.0,9100.0,38.0,28.0,33.0
artigos_de_natal,1.0,200.0,16.0,32.0,11.0
beleza_saude,3.0,900.0,33.0,17.0,12.0
consoles_games,1.0,528.0,24.0,15.0,22.0
beleza_saude,1.0,1000.0,16.0,16.0,16.0
beleza_saude,1.0,2000.0,30.0,12.0,16.0
eletronicos,1.0,150.0,21.0,11.0,14.0
cama_mesa_banho,2.0,4000.0,35.0,35.0,20.0
beleza_saude,3.0,2400.0,25.0,25.0,25.0
beleza_saude,1.0,800.0,16.0,16.0,15.0
informatica_acessorios,2.0,275.0,25.0,9.0,19.0
esporte_lazer,2.0,1000.0,60.0,15.0,15.0
beleza_saude,1.0,300.0,16.0,6.0,11.0
beleza_saude,1.0,1125.0,18.0,18.0,16.0
livros_tecnicos,1.0,2200.0,31.0,6.0,19.0
brinquedos,2.0,650.0,18.0,25.0,19.0
automotivo,2.0,1050.0,50.0,20.0,40.0
bebidas,1.0,2250.0,16.0,28.0,16.0
ferramentas_jardim,3.0,8600.0,50.0,40.0,50.0
utilidades_domesticas,1.0,1375.0,20.0,15.0,21.0
bebes,2.0,600.0,20.0,13.0,13.0
eletrodomesticos,1.0,100.0,18.0,8.0,13.0
informatica_acessorios,1.0,500.0,60.0,16.0,11.0
ferramentas_jardim,6.0,550.0,36.0,5.0,14.0
relogios_presentes,1.0,278.0,14.0,9.0,18.0
automotivo,4.0,100.0,16.0,4.0,12.0
moveis_decoracao,1.0,150.0,19.0,5.0,25.0
informatica_acessorios,2.0,200.0,16.0,16.0,11.0
ferramentas_jardim,1.0,500.0,21.0,21.0,21.0
instrumentos_musicais,3.0,450.0,27.0,27.0,27.0
telefonia,6.0,350.0,17.0,4.0,12.0
beleza_saude,2.0,1300.0,32.0,27.0,40.0
utilidades_domesticas,2.0,450.0,25.0,14.0,18.0
moveis_decoracao,1.0,18850.0,40.0,45.0,40.0
moveis_decoracao,3.0,1250.0,69.0,11.0,11.0
beleza_saude,1.0,1150.0,20.0,20.0,13.0
brinquedos,5.0,4450.0,39.0,30.0,29.0
relogios_presentes,1.0,300.0,19.0,10.0,15.0
papelaria,3.0,9250.0,64.0,15.0,51.0
utilidades_domesticas,5.0,1450.0,24.0,35.0,25.0
moveis_decoracao,1.0,1600.0,35.0,9.0,25.0
moveis_decoracao,2.0,400.0,69.0,11.0,11.0
informatica_acessorios,1.0,167.0,16.0,16.0,11.0
cama_mesa_banho,1.0,700.0,23.0,15.0,28.0
utilidades_domesticas,1.0,750.0,23.0,19.0,21.0
cool_stuff,2.0,300.0,23.0,14.0,28.0
casa_conforto,1.0,23000.0,53.0,76.0,43.0
fashion_roupa_masculina,1.0,300.0,35.0,30.0,11.0
informatica_acessorios,3.0,500.0,27.0,9.0,18.0
alimentos,6.0,675.0,28.0,15.0,15.0
utilidades_domesticas,2.0,1100.0,76.0,18.0,13.0
relogios_presentes,1.0,225.0,25.0,12.0,16.0
papelaria,4.0,500.0,35.0,45.0,15.0
cama_mesa_banho,1.0,750.0,40.0,2.0,30.0
fashion_bolsas_e_acessorios,4.0,100.0,16.0,10.0,12.0
artes,1.0,650.0,26.0,30.0,12.0
,,300.0,16.0,10.0,11.0
brinquedos,8.0,50.0,20.0,8.0,17.0
cool_stuff,3.0,3525.0,29.0,28.0,35.0
automotivo,3.0,9050.0,60.0,18.0,50.0
esporte_lazer,1.0,3550.0,24.0,7.0,11.0
moveis_decoracao,1.0,283.0,19.0,12.0,14.0
ferramentas_jardim,3.0,17000.0,30.0,64.0,30.0
casa_conforto,3.0,1800.0,30.0,20.0,30.0
beleza_saude,1.0,250.0,16.0,16.0,16.0
pet_shop,1.0,20450.0,35.0,35.0,35.0
automotivo,1.0,250.0,16.0,16.0,12.0
eletrodomesticos_2,1.0,450.0,60.0,20.0,20.0
brinquedos,5.0,150.0,19.0,3.0,11.0
esporte_lazer,1.0,120.0,20.0,7.0,14.0
brinquedos,1.0,600.0,33.0,10.0,25.0
papelaria,1.0,400.0,17.0,15.0,16.0
beleza_saude,1.0,2300.0,33.0,10.0,16.0
eletroportateis,6.0,20450.0,40.0,68.0,45.0
telefonia,1.0,580.0,16.0,11.0,14.0
beleza_saude,1.0,30000.0,30.0,88.0,22.0
cool_stuff,2.0,2275.0,45.0,25.0,18.0
construcao_ferramentas_construcao,2.0,150.0,20.0,6.0,20.0
esporte_lazer,3.0,600.0,95.0,15.0,15.0
cama_mesa_banho,1.0,1750.0,35.0,15.0,25.0
climatizacao,7.0,1600.0,30.0,15.0,30.0
moveis_decoracao,2.0,200.0,30.0,4.0,20.0
esporte_lazer,1.0,1100.0,22.0,18.0,18.0
perfumaria,2.0,400.0,22.0,16.0,16.0
automotivo,4.0,1650.0,30.0,30.0,30.0
fashion_bolsas_e_acessorios,4.0,150.0,16.0,5.0,11.0
relogios_presentes,1.0,250.0,16.0,2.0,11.0
beleza_saude,1.0,150.0,19.0,7.0,13.0
eletrodomesticos,1.0,400.0,33.0,3.0,36.0
moveis_decoracao,3.0,200.0,35.0,2.0,25.0
cama_mesa_banho,1.0,250.0,30.0,4.0,40.0
eletronicos,1.0,150.0,22.0,6.0,16.0
cool_stuff,7.0,6317.0,37.0,39.0,43.0
eletronicos,2.0,200.0,17.0,4.0,12.0
cama_mesa_banho,1.0,850.0,42.0,11.0,32.0
bebidas,1.0,8200.0,23.0,16.0,24.0
automotivo,2.0,1450.0,20.0,20.0,20.0
telefonia_fixa,1.0,100.0,19.0,3.0,11.0
climatizacao,1.0,200.0,20.0,8.0,13.0
moveis_cozinha_area_de_servico_jantar_e_jardim,1.0,6200.0,66.0,14.0,48.0
fashion_bolsas_e_acessorios,1.0,200.0,16.0,2.0,11.0
fashion_bolsas_e_acessorios,5.0,50.0,16.0,6.0,11.0
cama_mesa_banho,4.0,1500.0,30.0,15.0,20.0
fashion_bolsas_e_acessorios,1.0,200.0,16.0,2.0,11.0
brinquedos,4.0,300.0,21.0,7.0,16.0
esporte_lazer,1.0,183.0,16.0,18.0,16.0
moveis_decoracao,1.0,700.0,22.0,22.0,11.0
cama_mesa_banho,1.0,2350.0,20.0,30.0,30.0
relogios_presentes,1.0,250.0,20.0,11.0,17.0
perfumaria,6.0,300.0,20.0,16.0,16.0
automotivo,1.0,442.0,14.0,15.0,16.0
,,3100.0,28.0,20.0,40.0
fashion_bolsas_e_acessorios,4.0,300.0,43.0,16.0,27.0
automotivo,1.0,1000.0,41.0,16.0,22.0
bebes,1.0,14000.0,62.0,47.0,32.0
cool_stuff,1.0,1950.0,28.0,36.0,27.0
consoles_games,3.0,300.0,25.0,5.0,24.0
livros_interesse_geral,1.0,500.0,16.0,2.0,11.0
automotivo,3.0,400.0,17.0,21.0,11.0
esporte_lazer,1.0,1300.0,39.0,14.0,37.0
moveis_decoracao,1.0,800.0,34.0,22.0,21.0
moveis_decoracao,2.0,1100.0,53.0,8.0,11.0
moveis_escritorio,1.0,15700.0,58.0,28.0,58.0
utilidades_domesticas,1.0,1000.0,25.0,6.0,20.0
,,16550.0,58.0,32.0,32.0
informatica_acessorios,1.0,4200.0,30.0,10.0,30.0
relogios_presentes,3.0,400.0,16.0,16.0,11.0
relogios_presentes,1.0,700.0,20.0,12.0,15.0
perfumaria,1.0,150.0,16.0,16.0,16.0
relogios_presentes,1.0,300.0,22.0,6.0,11.0
perfumaria,2.0,440.0,21.0,13.0,18.0
cool_stuff,1.0,700.0,30.0,30.0,30.0
dvds_blu_ray,1.0,150.0,20.0,2.0,14.0
cama_mesa_banho,1.0,4050.0,40.0,12.0,38.0
utilidades_domesticas,1.0,180.0,19.0,13.0,14.0
,,350.0,16.0,4.0,11.0
brinquedos,2.0,1100.0,36.0,30.0,27.0
cama_mesa_banho,1.0,900.0,17.0,22.0,17.0
relogios_presentes,1.0,308.0,17.0,12.0,13.0
esporte_lazer,3.0,150.0,23.0,7.0,12.0
eletrodomesticos,1.0,200.0,27.0,13.0,17.0
construcao_ferramentas_construcao,2.0,300.0,30.0,4.0,30.0
telefonia_fixa,3.0,100.0,16.0,2.0,11.0
,,1500.0,50.0,30.0,32.0
construcao_ferramentas_iluminacao,1.0,4100.0,36.0,23.0,11.0
relogios_presentes,1.0,400.0,40.0,10.0,25.0
cama_mesa_banho,1.0,500.0,16.0,10.0,16.0
automotivo,1.0,50.0,32.0,5.0,20.0
casa_construcao,6.0,850.0,16.0,27.0,16.0
alimentos_bebidas,1.0,150.0,19.0,13.0,17.0
informatica_acessorios,1.0,250.0,16.0,16.0,16.0
relogios_presentes,1.0,600.0,18.0,18.0,18.0
esporte_lazer,3.0,700.0,30.0,15.0,25.0
papelaria,5.0,6150.0,32.0,35.0,32.0
moveis_decoracao,3.0,1700.0,38.0,9.0,33.0
papelaria,3.0,6150.0,60.0,20.0,29.0
eletronicos,1.0,200.0,25.0,7.0,16.0
cama_mesa_banho,2.0,150.0,20.0,2.0,16.0
informatica_acessorios,1.0,167.0,21.0,13.0,12.0
pet_shop,1.0,700.0,16.0,20.0,11.0
automotivo,4.0,300.0,20.0,15.0,20.0
esporte_lazer,5.0,550.0,24.0,17.0,20.0
bebes,1.0,2478.0,40.0,21.0,40.0
utilidades_domesticas,1.0,850.0,45.0,11.0,20.0
cool_stuff,1.0,200.0,40.0,4.0,30.0
moveis_decoracao,1.0,1300.0,30.0,5.0,20.0
cool_stuff,3.0,1000.0,40.0,15.0,16.0
livros_interesse_geral,1.0,550.0,31.0,4.0,23.0
malas_acessorios,1.0,600.0,45.0,10.0,33.0
beleza_saude,1.0,200.0,22.0,5.0,15.0
moveis_decoracao,1.0,200.0,20.0,5.0,16.0
beleza_saude,4.0,175.0,25.0,12.0,20.0
telefonia,1.0,100.0,18.0,6.0,11.0
cama_mesa_banho,5.0,5300.0,23.0,50.0,23.0
consoles_games,2.0,200.0,25.0,5.0,15.0
utilidades_domesticas,1.0,4220.0,48.0,52.0,38.0
construcao_ferramentas_jardim,1.0,250.0,16.0,5.0,12.0
moveis_decoracao,6.0,350.0,35.0,2.0,25.0
esporte_lazer,5.0,600.0,40.0,20.0,20.0
automotivo,4.0,250.0,16.0,6.0,15.0
esporte_lazer,6.0,300.0,30.0,16.0,16.0
cama_mesa_banho,1.0,3785.0,44.0,13.0,42.0
cool_stuff,2.0,8656.0,57.0,64.0,40.0
telefonia,6.0,350.0,17.0,4.0,12.0
eletroportateis,5.0,7050.0,38.0,33.0,34.0
esporte_lazer,1.0,500.0,57.0,14.0,14.0
brinquedos,2.0,1300.0,16.0,35.0,58.0
cama_mesa_banho,1.0,1550.0,30.0,5.0,30.0
ferramentas_jardim,6.0,11600.0,52.0,23.0,22.0
moveis_decoracao,1.0,350.0,17.0,26.0,17.0
,,300.0,16.0,2.0,11.0
informatica_acessorios,1.0,975.0,33.0,23.0,23.0
informatica_acessorios,1.0,821.0,30.0,14.0,15.0
pet_shop,2.0,16150.0,16.0,2.0,11.0
consoles_games,1.0,110.0,17.0,2.0,14.0
beleza_saude,1.0,1100.0,37.0,12.0,22.0
perfumaria,2.0,523.0,20.0,16.0,17.0
cama_mesa_banho,1.0,3100.0,50.0,10.0,30.0
moveis_decoracao,1.0,1250.0,32.0,6.0,32.0
relogios_presentes,3.0,450.0,20.0,10.0,16.0
automotivo,1.0,400.0,20.0,10.0,15.0
cama_mesa_banho,1.0,250.0,20.0,2.0,15.0
bebes,2.0,650.0,24.0,14.0,18.0
cama_mesa_banho,1.0,1700.0,30.0,23.0,11.0
automotivo,4.0,2300.0,20.0,10.0,20.0
brinquedos,4.0,400.0,25.0,11.0,20.0
,,800.0,35.0,15.0,20.0
fashion_roupa_feminina,4.0,500.0,16.0,5.0,20.0
informatica_acessorios,1.0,1125.0,27.0,17.0,12.0
papelaria,1.0,400.0,16.0,16.0,26.0
bebes,2.0,1167.0,30.0,25.0,26.0
cama_mesa_banho,1.0,8050.0,55.0,25.0,35.0
eletronicos,1.0,150.0,18.0,12.0,15.0
beleza_saude,4.0,16050.0,97.0,20.0,70.0
perfumaria,2.0,833.0,20.0,12.0,19.0
instrumentos_musicais,1.0,1450.0,31.0,11.0,24.0
beleza_saude,2.0,1100.0,16.0,15.0,11.0
informatica_acessorios,1.0,850.0,26.0,18.0,20.0
cama_mesa_banho,1.0,500.0,16.0,10.0,16.0
instrumentos_musicais,2.0,1350.0,30.0,9.0,15.0
cama_mesa_banho,1.0,600.0,28.0,11.0,11.0
climatizacao,4.0,4900.0,26.0,26.0,56.0
utilidades_domesticas,2.0,13050.0,61.0,21.0,61.0
informatica_acessorios,1.0,958.0,28.0,13.0,22.0
eletronicos,1.0,100.0,25.0,7.0,16.0
moveis_decoracao,1.0,13800.0,100.0,16.0,16.0
esporte_lazer,1.0,300.0,18.0,9.0,13.0
informatica_acessorios,1.0,600.0,29.0,15.0,15.0
alimentos,1.0,330.0,20.0,15.0,16.0
moveis_decoracao,1.0,2500.0,53.0,8.0,11.0
automotivo,8.0,200.0,23.0,3.0,16.0
beleza_saude,1.0,150.0,16.0,12.0,20.0
moveis_decoracao,1.0,750.0,35.0,35.0,35.0
pet_shop,3.0,750.0,20.0,6.0,15.0
beleza_saude,1.0,1614.0,31.0,16.0,28.0
instrumentos_musicais,2.0,9050.0,50.0,50.0,50.0
livros_tecnicos,1.0,850.0,25.0,5.0,20.0
climatizacao,1.0,5333.0,38.0,38.0,27.0
moveis_decoracao,1.0,500.0,30.0,30.0,30.0
cama_mesa_banho,1.0,600.0,22.0,4.0,28.0
moveis_escritorio,1.0,16150.0,81.0,7.0,80.0
beleza_saude,1.0,240.0,23.0,16.0,14.0
moveis_decoracao,1.0,550.0,20.0,15.0,15.0
moveis_decoracao,1.0,2050.0,35.0,26.0,16.0
informatica_acessorios,2.0,200.0,41.0,2.0,29.0
casa_construcao,6.0,750.0,16.0,29.0,16.0
fashion_bolsas_e_acessorios,1.0,200.0,16.0,2.0,11.0
cool_stuff,1.0,300.0,25.0,10.0,20.0
esporte_lazer,3.0,1850.0,30.0,30.0,30.0
automotivo,1.0,400.0,30.0,10.0,20.0
instrumentos_musicais,2.0,100.0,52.0,4.0,52.0
livros_interesse_geral,1.0,800.0,30.0,5.0,22.0
esporte_lazer,3.0,50.0,16.0,8.0,11.0
moveis_escritorio,2.0,3400.0,27.0,21.0,21.0
fashion_calcados,4.0,750.0,22.0,12.0,33.0
cool_stuff,7.0,23500.0,60.0,42.0,57.0
beleza_saude,3.0,2350.0,21.0,13.0,30.0
cama_mesa_banho,2.0,1470.0,47.0,9.0,38.0
fashion_roupa_masculina,1.0,500.0,20.0,10.0,17.0
beleza_saude,1.0,1225.0,26.0,20.0,23.0
moveis_decoracao,1.0,1100.0,16.0,15.0,18.0
bebes,6.0,500.0,24.0,10.0,15.0
relogios_presentes,1.0,300.0,17.0,11.0,13.0
automotivo,5.0,4400.0,78.0,4.0,47.0
relogios_presentes,1.0,575.0,29.0,15.0,29.0
bebes,5.0,12100.0,44.0,44.0,53.0
papelaria,4.0,800.0,25.0,60.0,35.0
telefonia,1.0,150.0,19.0,4.0,11.0
informatica_acessorios,2.0,300.0,39.0,2.0,30.0
utilidades_domesticas,8.0,2738.0,32.0,20.0,21.0
esporte_lazer,2.0,542.0,53.0,21.0,15.0
eletronicos,1.0,150.0,25.0,7.0,16.0
malas_acessorios,7.0,1850.0,32.0,52.0,19.0
moveis_decoracao,1.0,250.0,16.0,5.0,20.0
esporte_lazer,3.0,1200.0,70.0,8.0,15.0
cama_mesa_banho,1.0,550.0,22.0,4.0,28.0
esporte_lazer,8.0,9350.0,105.0,15.0,28.0
bebidas,2.0,2700.0,30.0,30.0,30.0
fashion_calcados,4.0,650.0,22.0,12.0,33.0
moveis_decoracao,2.0,900.0,80.0,10.0,60.0
brinquedos,1.0,964.0,32.0,45.0,20.0
moveis_decoracao,3.0,245.0,17.0,12.0,14.0
livros_interesse_geral,4.0,989.0,31.0,2.0,24.0
cool_stuff,1.0,2000.0,28.0,36.0,27.0
automotivo,6.0,4800.0,56.0,11.0,32.0
utilidades_domesticas,2.0,650.0,40.0,11.0,26.0
bebes,4.0,11825.0,64.0,25.0,40.0
perfumaria,1.0,500.0,36.0,18.0,27.0
consoles_games,1.0,500.0,25.0,25.0,25.0
consoles_games,3.0,1500.0,30.0,40.0,30.0
automotivo,1.0,3250.0,20.0,22.0,26.0
papelaria,1.0,100.0,16.0,5.0,16.0
esporte_lazer,1.0,2250.0,28.0,28.0,28.0
eletrodomesticos,1.0,150.0,20.0,13.0,15.0
esporte_lazer,1.0,150.0,16.0,7.0,11.0
cama_mesa_banho,1.0,850.0,35.0,10.0,20.0
utilidades_domesticas,10.0,2900.0,37.0,4.0,31.0
casa_conforto,1.0,1550.0,45.0,15.0,35.0
cama_mesa_banho,1.0,1800.0,34.0,7.0,32.0
cama_mesa_banho,1.0,2500.0,55.0,25.0,35.0
esporte_lazer,1.0,300.0,20.0,6.0,13.0
papelaria,1.0,4850.0,30.0,17.0,19.0
cama_mesa_banho,1.0,1200.0,20.0,30.0,30.0
casa_construcao,7.0,1050.0,16.0,20.0,16.0
utilidades_domesticas,1.0,3175.0,62.0,20.0,42.0
perfumaria,1.0,425.0,18.0,11.0,12.0
beleza_saude,1.0,2500.0,35.0,15.0,15.0
cama_mesa_banho,2.0,1050.0,50.0,16.0,16.0
brinquedos,7.0,265.0,18.0,7.0,16.0
beleza_saude,1.0,200.0,16.0,8.0,11.0
utilidades_domesticas,1.0,500.0,16.0,18.0,16.0
consoles_games,1.0,200.0,21.0,21.0,21.0
ferramentas_jardim,1.0,4000.0,43.0,11.0,43.0
pet_shop,2.0,700.0,16.0,20.0,16.0
construcao_ferramentas_construcao,1.0,550.0,20.0,5.0,25.0
moveis_decoracao,3.0,400.0,28.0,9.0,18.0
relogios_presentes,7.0,150.0,16.0,2.0,11.0
bebes,2.0,6300.0,75.0,15.0,50.0
moveis_escritorio,1.0,9150.0,52.0,52.0,16.0
fashion_bolsas_e_acessorios,3.0,400.0,16.0,11.0,11.0
beleza_saude,1.0,1154.0,23.0,18.0,21.0
beleza_saude,1.0,3175.0,25.0,23.0,26.0
utilidades_domesticas,3.0,16850.0,35.0,40.0,35.0
automotivo,2.0,100.0,20.0,6.0,17.0
beleza_saude,1.0,2000.0,20.0,20.0,20.0
moveis_decoracao,2.0,1600.0,60.0,7.0,11.0
esporte_lazer,1.0,2500.0,31.0,33.0,32.0
utilidades_domesticas,2.0,4300.0,30.0,15.0,30.0
moveis_decoracao,1.0,1200.0,80.0,20.0,20.0
esporte_lazer,1.0,650.0,55.0,10.0,12.0
telefonia,3.0,150.0,18.0,6.0,20.0
moveis_quarto,2.0,10750.0,93.0,63.0,11.0
fashion_calcados,3.0,1850.0,36.0,37.0,16.0
eletroportateis,1.0,16900.0,37.0,65.0,37.0
cama_mesa_banho,2.0,11000.0,50.0,20.0,40.0
papelaria,1.0,550.0,24.0,13.0,20.0
beleza_saude,1.0,1600.0,18.0,28.0,17.0
informatica_acessorios,6.0,6800.0,28.0,28.0,36.0
brinquedos,3.0,350.0,22.0,35.0,19.0
fashion_underwear_e_moda_praia,1.0,200.0,42.0,4.0,14.0
cama_mesa_banho,1.0,1600.0,40.0,6.0,30.0
utilidades_domesticas,2.0,750.0,25.0,20.0,19.0
brinquedos,4.0,9800.0,51.0,29.0,38.0
cama_mesa_banho,1.0,1200.0,70.0,16.0,50.0
relogios_presentes,3.0,600.0,16.0,11.0,12.0
telefonia,1.0,343.0,19.0,13.0,15.0
,,600.0,30.0,30.0,20.0
informatica_acessorios,3.0,115.0,16.0,13.0,11.0
automotivo,3.0,500.0,16.0,5.0,11.0
esporte_lazer,2.0,330.0,45.0,6.0,18.0
automotivo,3.0,8150.0,34.0,18.0,16.0
relogios_presentes,2.0,150.0,16.0,2.0,11.0
relogios_presentes,1.0,290.0,15.0,13.0,13.0
pcs,1.0,200.0,16.0,16.0,16.0
cama_mesa_banho,1.0,1350.0,35.0,9.0,35.0
pet_shop,1.0,500.0,22.0,14.0,27.0
papelaria,4.0,1900.0,35.0,45.0,20.0
automotivo,5.0,1850.0,33.0,27.0,26.0
beleza_saude,1.0,700.0,34.0,9.0,25.0
beleza_saude,2.0,300.0,16.0,22.0,11.0
papelaria,1.0,100.0,24.0,7.0,14.0
bebes,2.0,1450.0,18.0,44.0,34.0
telefonia,6.0,100.0,19.0,3.0,20.0
automotivo,3.0,4400.0,25.0,20.0,20.0
moveis_decoracao,3.0,150.0,35.0,2.0,25.0
telefonia,3.0,100.0,19.0,3.0,11.0
utilidades_domesticas,1.0,6250.0,30.0,30.0,30.0
perfumaria,2.0,1450.0,25.0,19.0,25.0
informatica_acessorios,1.0,1050.0,34.0,11.0,16.0
brinquedos,3.0,400.0,31.0,6.0,11.0
informatica_acessorios,2.0,400.0,16.0,16.0,16.0
beleza_saude,1.0,347.0,18.0,14.0,14.0
eletroportateis,1.0,11050.0,30.0,43.0,53.0
eletronicos,3.0,950.0,30.0,6.0,22.0
instrumentos_musicais,4.0,150.0,16.0,4.0,14.0
automotivo,3.0,12500.0,43.0,29.0,67.0
utilidades_domesticas,4.0,725.0,29.0,15.0,23.0
moveis_decoracao,3.0,300.0,35.0,2.0,25.0
utilidades_domesticas,1.0,2050.0,30.0,30.0,30.0
utilidades_domesticas,1.0,1150.0,40.0,10.0,35.0
esporte_lazer,1.0,2127.0,27.0,22.0,26.0
construcao_ferramentas_construcao,1.0,200.0,16.0,16.0,16.0
beleza_saude,1.0,450.0,19.0,15.0,19.0
malas_acessorios,3.0,650.0,65.0,7.0,11.0
bebes,1.0,400.0,35.0,5.0,25.0
alimentos,3.0,184.0,16.0,15.0,16.0
bebes,2.0,1200.0,75.0,15.0,50.0
informatica_acessorios,2.0,133.0,23.0,14.0,11.0
cine_foto,2.0,150.0,16.0,5.0,12.0
beleza_saude,1.0,14400.0,52.0,83.0,20.0
cama_mesa_banho,3.0,1550.0,37.0,23.0,35.0
cama_mesa_banho,1.0,500.0,40.0,8.0,28.0
ferramentas_jardim,4.0,350.0,23.0,7.0,14.0
eletronicos,1.0,150.0,17.0,8.0,12.0
cama_mesa_banho,1.0,350.0,40.0,4.0,30.0
fashion_esporte,2.0,300.0,18.0,12.0,12.0
perfumaria,1.0,200.0,16.0,16.0,16.0
esporte_lazer,1.0,767.0,14.0,8.0,12.0
utilidades_domesticas,1.0,679.0,31.0,8.0,22.0
eletronicos,2.0,5100.0,70.0,10.0,25.0
fashion_bolsas_e_acessorios,4.0,1800.0,45.0,11.0,35.0
eletrodomesticos,1.0,100.0,27.0,13.0,17.0
,,1500.0,35.0,33.0,47.0
utilidades_domesticas,2.0,500.0,19.0,12.0,12.0
eletrodomesticos_2,4.0,500.0,20.0,16.0,20.0
eletronicos,4.0,400.0,17.0,7.0,12.0
fashion_bolsas_e_acessorios,4.0,100.0,16.0,10.0,11.0
papelaria,3.0,150.0,20.0,20.0,20.0
alimentos_bebidas,2.0,1100.0,25.0,6.0,25.0
brinquedos,4.0,300.0,17.0,5.0,12.0
automotivo,1.0,200.0,34.0,13.0,26.0
esporte_lazer,1.0,800.0,23.0,19.0,19.0
esporte_lazer,1.0,2600.0,16.0,16.0,16.0
cama_mesa_banho,1.0,1800.0,42.0,8.0,32.0
beleza_saude,1.0,300.0,16.0,16.0,11.0
beleza_saude,1.0,650.0,19.0,12.0,13.0
utilidades_domesticas,1.0,300.0,25.0,25.0,25.0
artigos_de_natal,3.0,1100.0,42.0,9.0,42.0
,,200.0,16.0,2.0,11.0
perfumaria,3.0,100.0,30.0,15.0,15.0
relogios_presentes,2.0,350.0,16.0,11.0,11.0
beleza_saude,1.0,625.0,16.0,14.0,15.0
informatica_acessorios,2.0,150.0,41.0,2.0,29.0
esporte_lazer,2.0,1300.0,20.0,22.0,20.0
informatica_acessorios,1.0,875.0,35.0,14.0,14.0
utilidades_domesticas,1.0,860.0,17.0,24.0,17.0
fashion_roupa_masculina,1.0,150.0,19.0,27.0,27.0
bebes,1.0,550.0,20.0,13.0,13.0
moveis_decoracao,3.0,8100.0,99.0,4.0,55.0
brinquedos,5.0,800.0,37.0,14.0,37.0
moveis_decoracao,1.0,550.0,40.0,10.0,30.0
telefonia_fixa,4.0,450.0,16.0,8.0,16.0
cama_mesa_banho,1.0,6950.0,53.0,33.0,58.0
beleza_saude,1.0,1133.0,30.0,18.0,23.0
,,2100.0,36.0,16.0,46.0
eletroportateis,1.0,13250.0,40.0,40.0,60.0
utilidades_domesticas,4.0,6900.0,46.0,26.0,48.0
relogios_presentes,4.0,180.0,18.0,11.0,13.0
utilidades_domesticas,1.0,600.0,25.0,20.0,22.0
perfumaria,1.0,200.0,17.0,9.0,20.0
ferramentas_jardim,2.0,1400.0,16.0,11.0,11.0
papelaria,3.0,6050.0,60.0,20.0,29.0
construcao_ferramentas_construcao,7.0,400.0,19.0,11.0,11.0
telefonia,2.0,200.0,19.0,4.0,11.0
moveis_decoracao,4.0,2450.0,105.0,3.0,70.0
moveis_decoracao,1.0,1100.0,35.0,25.0,25.0
casa_conforto,1.0,1825.0,53.0,10.0,40.0
moveis_decoracao,2.0,8050.0,80.0,10.0,60.0
moveis_decoracao,1.0,650.0,60.0,11.0,11.0
eletroportateis,1.0,500.0,30.0,19.0,17.0
papelaria,1.0,500.0,17.0,44.0,34.0
beleza_saude,1.0,400.0,18.0,10.0,13.0
malas_acessorios,8.0,700.0,20.0,50.0,40.0
ferramentas_jardim,1.0,500.0,16.0,28.0,11.0
flores,1.0,600.0,30.0,15.0,20.0
beleza_saude,4.0,50.0,19.0,11.0,23.0
papelaria,1.0,600.0,41.0,10.0,29.0
fashion_bolsas_e_acessorios,5.0,300.0,16.0,12.0,12.0
climatizacao,1.0,8800.0,56.0,18.0,33.0
ferramentas_jardim,1.0,575.0,20.0,20.0,20.0
eletronicos,1.0,200.0,17.0,3.0,12.0
eletronicos,1.0,600.0,22.0,6.0,20.0
automotivo,3.0,6650.0,17.0,69.0,53.0
esporte_lazer,3.0,800.0,30.0,15.0,25.0
moveis_sala,1.0,4475.0,55.0,13.0,51.0
utilidades_domesticas,2.0,600.0,25.0,15.0,37.0
cama_mesa_banho,1.0,1050.0,38.0,10.0,38.0
informatica_acessorios,2.0,2950.0,20.0,20.0,20.0
brinquedos,1.0,1200.0,60.0,26.0,49.0
beleza_saude,1.0,2150.0,26.0,13.0,14.0
esporte_lazer,1.0,400.0,38.0,6.0,11.0
moveis_sala,2.0,6950.0,61.0,11.0,46.0
papelaria,1.0,50.0,16.0,6.0,11.0
automotivo,1.0,500.0,16.0,6.0,11.0
relogios_presentes,9.0,547.0,21.0,18.0,19.0
bebes,1.0,800.0,25.0,18.0,40.0
automotivo,3.0,550.0,16.0,21.0,18.0
telefonia,6.0,300.0,17.0,4.0,12.0
utilidades_domesticas,5.0,4900.0,36.0,22.0,36.0
beleza_saude,1.0,265.0,19.0,18.0,16.0
beleza_saude,1.0,1350.0,27.0,27.0,22.0
